drug,targets,S1,S2,S3,S4,S5,S6,S7,S8
D00683,hsa150,29,0.221106448275862,0.040816,0.384615,1,0.153991261678963,0.153991261678963,0.153991261678963
D00684,hsa150,29,0.21977124137931,0.02,0.52381,1,0.153991261678963,0.153991261678963,0.153991261678963
D00687,hsa150,29,0.200808275862069,0.039474,0.435484,1,0.153991261678963,0.153991261678963,0.153991261678963
D00688,hsa150,29,0.190863517241379,0.042553,0.319149,1,0.153991261678963,0.153991261678963,0.153991261678963
D00715,hsa150,29,0.198751448275862,0.055556,0.289474,1,0.191877579921121,0.191877579921121,0.191877579921121
D00726,hsa150,29,0.209873137931034,0.066667,0.333333,15,0.191240832540549,0.0501315758542415,0.263229931209033
D00760,hsa150,29,0.134630620689655,0.058824,0.282353,1,0.169425511197663,0.169425511197663,0.169425511197663
D00765,hsa150,29,0.0944570344827586,0.037736,0.193548,1,0.169425511197663,0.169425511197663,0.169425511197663
D00769,hsa150,29,0.244777551724138,0.085714,0.405405,1,0.0508264060326588,0.0508264060326588,0.0508264060326588
D00775,hsa150,29,0.195203482758621,0.020408,0.318182,8,0.0172923690191465,0.0154525641727131,0.0220922331494315
D00779,hsa150,29,0.191577482758621,0.117647,0.361111,2,0.180651545559392,0.169425511197663,0.191877579921121
D00780,hsa150,29,0.188062965517241,0.090909,0.275862,1,0.263229931209033,0.263229931209033,0.263229931209033
D00790,hsa150,29,0.295986586206897,0.018182,0.826087,2,0.219651005728974,0.176072080248915,0.263229931209033
D00837,hsa150,29,0.182640275862069,0.080645,0.461538,2,0.104982610670863,0.0983230844687235,0.111642136873002
D00838,hsa150,29,0.223131517241379,0.108696,0.366667,2,0.104982610670863,0.0983230844687235,0.111642136873002
D00845,hsa150,29,0.220219896551724,0.08,0.375,1,0.111642136873002,0.111642136873002,0.111642136873002
D00954,hsa150,29,0.0860856551724138,0,0.208333,1,0.188955390704787,0.188955390704787,0.188955390704787
D00965,hsa150,29,0.184335586206897,0.017857,0.305556,1,0.188955390704787,0.188955390704787,0.188955390704787
D00987,hsa150,29,0.206328724137931,0.096774,0.342105,1,0.263229931209033,0.263229931209033,0.263229931209033
D01020,hsa150,29,0.228690103448276,0.02,0.428571,3,0.185609645319349,0.176510672989843,0.191362872263418
D01024,hsa150,29,0.268461310344828,0.051282,0.470588,3,0.185609645319349,0.176510672989843,0.191362872263418
D01051,hsa150,29,0.250583620689655,0.125,0.71875,6,0.185047303383322,0.136585625862236,0.25541569695369
D01071,hsa150,29,0.0811753793103448,0,0.176471,1,0.0922273257965777,0.0922273257965777,0.0922273257965777
D01103,hsa150,29,0.211255655172414,0.104167,0.365854,1,0.191877579921121,0.191877579921121,0.191877579921121
D01118,hsa150,29,0.283507931034483,0.035714,0.692308,1,0.191877579921121,0.191877579921121,0.191877579921121
D01126,hsa150,29,0.0982174827586207,0,0.26087,1,0.0190304444249832,0.0190304444249832,0.0190304444249832
D01164,hsa150,29,0.261380724137931,0.122449,0.473684,6,0.197192522203025,0.133119294057334,0.263229931209033
D01227,hsa150,29,0.208206172413793,0.019608,0.385965,2,0.0643230407355125,0.0596986538150807,0.0689474276559443
D01236,hsa150,29,0.217254482758621,0.040816,0.418182,2,0.0565250047413429,0.0549528553485217,0.0580971541341641
D01242,hsa150,29,0.223843379310345,0.014706,0.447368,1,0.171781953028775,0.171781953028775,0.171781953028775
D01269,hsa150,29,0.220938413793103,0.108696,0.375,1,0.191877579921121,0.191877579921121,0.191877579921121
D01295,hsa150,29,0.228942448275862,0.086207,0.421053,5,0.20135884252767,0.157479558935953,0.263229931209033
D01297,hsa150,29,0.271732137931035,0.086207,0.548387,1,0.191877579921121,0.191877579921121,0.191877579921121
D01324,hsa150,29,0.261876413793103,0.137255,0.535714,1,0.171781953028775,0.171781953028775,0.171781953028775
D01332,hsa150,29,0.227854172413793,0.083333,0.444444,1,0.171781953028775,0.171781953028775,0.171781953028775
D01346,hsa150,29,0.205963413793103,0.031746,0.408163,1,0.0154624293610187,0.0154624293610187,0.0154624293610187
D01352,hsa150,29,0.0855171724137931,0.021277,0.244444,2,0.0334969364717897,0.0296994688298659,0.0372944041137135
D01358,hsa150,29,0.315458068965517,0.098039,0.863636,4,0.173353640455071,0.136585625862236,0.191362872263418
D01386,hsa150,29,0.232160827586207,0,0.5,1,0.153991261678963,0.153991261678963,0.153991261678963
D01390,hsa150,29,0.260400034482759,0.037037,0.764706,3,0.1824954054995,0.153991261678963,0.2079969958804
D01441,hsa150,29,0.239872275862069,0.102041,0.421053,1,0.0573742083397312,0.0573742083397312,0.0573742083397312
D01454,hsa150,29,0.249751931034483,0.058824,0.541667,3,0.1824954054995,0.153991261678963,0.2079969958804
D01462,hsa150,29,0.207044862068966,0.079365,0.307692,1,0.263229931209033,0.263229931209033,0.263229931209033
D01652,hsa150,29,0.218998413793104,0.118644,0.384615,1,0.0473738580163157,0.0473738580163157,0.0473738580163157
D01692,hsa150,29,0.229805275862069,0.122807,0.567568,1,0.188955390704787,0.188955390704787,0.188955390704787
D01699,hsa150,29,0.241015931034483,0.114754,0.384615,1,0.13861459883833,0.13861459883833,0.13861459883833
D01712,hsa150,29,0.153957655172414,0,0.32,2,0.107689855387076,0.0978364260769095,0.117543284697243
D01717,hsa150,29,0.239385517241379,0.117647,0.45,2,0.118284798300115,0.0647876435714549,0.171781953028775
D01745,hsa150,29,0.261228379310345,0.101695,0.514286,1,0.263229931209033,0.263229931209033,0.263229931209033
D01782,hsa150,29,0.270571310344828,0.115385,0.484848,1,0.171781953028775,0.171781953028775,0.171781953028775
D01828,hsa150,29,0.235235344827586,0.018519,0.34375,1,0.0707700155335396,0.0707700155335396,0.0707700155335396
D01871,hsa150,29,0.293717551724138,0.113208,0.571429,5,0.163951719740864,0.13861459883833,0.191877579921121
D01891,hsa150,29,0.168214034482759,0.066667,0.264706,1,0.0360521235608849,0.0360521235608849,0.0360521235608849
D01925,hsa150,29,0.131244793103448,0.068493,0.215686,1,0.079268533264085,0.079268533264085,0.079268533264085
D01964,hsa150,29,0.174756655172414,0.060606,0.292683,1,0.0296994688298659,0.0296994688298659,0.0296994688298659
D01965,hsa150,29,0.252249551724138,0.093023,0.386364,3,0.185609645319349,0.176510672989843,0.191362872263418
D01973,hsa150,29,0.274561310344828,0.135135,0.428571,7,0.211734661205222,0.133119294057334,0.25541569695369
D01994,hsa150,29,0.216794034482759,0.112676,0.372549,1,0.156643757558757,0.156643757558757,0.156643757558757
D02007,hsa150,29,0.141886172413793,0.054545,0.333333,1,0.079268533264085,0.079268533264085,0.079268533264085
D02066,hsa150,29,0.230321137931035,0.042553,0.372549,3,0.1824954054995,0.153991261678963,0.2079969958804
D02070,hsa150,29,0.218089793103448,0.075472,0.333333,5,0.163951719740864,0.13861459883833,0.191877579921121
D02082,hsa150,29,0.210079034482759,0.086957,0.37037,1,0.0840228633953224,0.0840228633953224,0.0840228633953224
D02147,hsa150,29,0.243549551724138,0.061224,0.55,1,0.153991261678963,0.153991261678963,0.153991261678963
D02150,hsa150,29,0.260400034482759,0.037037,0.764706,3,0.1824954054995,0.153991261678963,0.2079969958804
D02234,hsa150,29,0.197995724137931,0.070175,0.375,3,0.185609645319349,0.176510672989843,0.191362872263418
D02250,hsa150,29,0.149482931034483,0.075472,0.282609,3,0.109923305466197,0.104425627336322,0.116068940020117
D02278,hsa150,29,0.0874563103448276,0,0.275862,1,0.0190304444249832,0.0190304444249832,0.0190304444249832
D02279,hsa150,29,0.0876899655172414,0,0.277778,1,0.0190304444249832,0.0190304444249832,0.0190304444249832
D02327,hsa150,29,0.231217275862069,0.032787,0.4,2,0.181829766474948,0.171781953028775,0.191877579921121
D02338,hsa150,29,0.210880551724138,0.053571,0.5,3,0.1824954054995,0.153991261678963,0.2079969958804
D02340,hsa150,29,0.305872172413793,0.09434,0.769231,3,0.212682082095647,0.136585625862236,0.263229931209033
D02342,hsa150,29,0.201045,0.054545,0.464286,2,0.180994128779681,0.153991261678963,0.2079969958804
D02354,hsa150,29,0.301175827586207,0.107143,0.612903,11,0.179140343549337,0.136585625862236,0.263229931209033
D02357,hsa150,29,0.236864655172414,0.089286,0.375,1,0.136585625862236,0.136585625862236,0.136585625862236
D02358,hsa150,29,0.219893482758621,0.058824,0.541667,1,0.2079969958804,0.2079969958804,0.2079969958804
D02359,hsa150,29,0.253142793103448,0.03125,0.424242,1,0.153991261678963,0.153991261678963,0.153991261678963
D02361,hsa150,29,0.274005068965517,0.035088,0.607143,14,0.180526622500054,0.136585625862236,0.263229931209033
D02374,hsa150,29,0.19268024137931,0.055556,0.481481,3,0.1824954054995,0.153991261678963,0.2079969958804
D02566,hsa150,29,0.300582413793103,0.098039,0.555556,4,0.178366453637477,0.142473452748497,0.210255018067849
D02578,hsa150,29,0.268771620689655,0.034483,0.444444,2,0.133198868121272,0.109823840322361,0.156573895920183
D02588,hsa150,29,0.145260655172414,0.089286,0.23913,1,0.079268533264085,0.079268533264085,0.079268533264085
D02614,hsa150,29,0.278368034482759,0.054545,0.473684,1,0.2079969958804,0.2079969958804,0.2079969958804
D02671,hsa150,29,0.292391206896552,0.12963,0.566667,5,0.194319577094362,0.136585625862236,0.263229931209033
D02721,hsa150,29,0.108332655172414,0.02439,0.266667,2,0.0411019704082358,0.0372944041137135,0.044909536702758
D02725,hsa150,29,0.177377620689655,0.073171,0.288889,2,0.0404808301318215,0.0360521235608849,0.044909536702758
D02826,hsa150,29,0.237482172413793,0.147059,0.392857,2,0.244442622690891,0.241561424178066,0.247323821203715
D02884,hsa150,29,0.168672,0.038462,0.307692,2,0.107689855387076,0.0978364260769095,0.117543284697243
D02910,hsa150,29,0.238551068965517,0.047619,0.444444,2,0.198476193292594,0.188955390704787,0.2079969958804
D03165,hsa150,29,0.191533896551724,0.1,0.263158,1,0.263229931209033,0.263229931209033,0.263229931209033
D03187,hsa150,29,0.103612896551724,0.022727,0.171429,1,0.0407331228504807,0.0407331228504807,0.0407331228504807
D03210,hsa150,29,0.231928931034483,0.116279,0.409091,1,0.0784991912917741,0.0784991912917741,0.0784991912917741
D03365,hsa150,29,0.201012103448276,0.068182,0.391304,1,0.0501315758542415,0.0501315758542415,0.0501315758542415
D03415,hsa150,29,0.143931655172414,0.024691,0.364865,3,0.1824954054995,0.153991261678963,0.2079969958804
D03442,hsa150,29,0.130377137931035,0.068627,0.231481,2,0.107236661213542,0.0932883938866332,0.12118492854045
D03490,hsa150,29,0.227381517241379,0.092593,0.448276,2,0.180994128779681,0.153991261678963,0.2079969958804
D03503,hsa150,29,0.161270724137931,0.071429,0.259259,1,0.163822700846253,0.163822700846253,0.163822700846253
D03621,hsa150,29,0.271543068965517,0.078431,0.6,4,0.167924910746472,0.13861459883833,0.191877579921121
D03642,hsa150,29,0.238991379310345,0.090909,0.4,1,0.0346735953049439,0.0346735953049439,0.0346735953049439
D03654,hsa150,29,0.235778551724138,0.116667,0.414634,1,0.13861459883833,0.13861459883833,0.13861459883833
D03858,hsa150,29,0.265265586206897,0.116279,0.633333,3,0.166639229985705,0.13861459883833,0.191877579921121
D03879,hsa150,29,0.269614103448276,0.055556,0.44,3,0.1824954054995,0.153991261678963,0.2079969958804
D03880,hsa150,29,0.180213413793103,0.065789,0.352941,2,0.180994128779681,0.153991261678963,0.2079969958804
D03881,hsa150,29,0.240000931034483,0.046875,0.617647,2,0.180994128779681,0.153991261678963,0.2079969958804
D03966,hsa150,29,0.0678183793103448,0,0.3,4,0.0163629985561987,0.0154525641727131,0.0185417137911376
D04006,hsa150,29,0.164620620689655,0.020833,0.318182,1,0.111772714790421,0.111772714790421,0.111772714790421
D04040,hsa150,29,0.206452275862069,0.048387,0.352941,1,0.0840228633953224,0.0840228633953224,0.0840228633953224
D04625,hsa150,29,0.234875103448276,0.035714,0.55,1,0.2079969958804,0.2079969958804,0.2079969958804
D04716,hsa150,29,0.225524655172414,0.033898,0.382353,1,0.111642136873002,0.111642136873002,0.111642136873002
D04979,hsa150,29,0.296842034482759,0.076923,0.64,1,0.171781953028775,0.171781953028775,0.171781953028775
D05113,hsa150,29,0.179828724137931,0.074074,0.258065,1,0.111642136873002,0.111642136873002,0.111642136873002
D05129,hsa150,29,0.196371689655172,0.050847,0.351351,4,0.0781276330583468,0.0245929458503902,0.171781953028775
D05246,hsa150,29,0.228008793103448,0.030303,0.411765,1,0.0840228633953224,0.0840228633953224,0.0840228633953224
D05312,hsa150,29,0.20151,0.12,0.30303,3,0.105909394970769,0.0983230844687235,0.111642136873002
D05341,hsa150,29,0.0626471034482759,0,0.2,1,0.0635907162170355,0.0635907162170355,0.0635907162170355
D05740,hsa150,29,0.183819724137931,0.035714,0.328125,2,0.244442622690891,0.241561424178066,0.247323821203715
D05792,hsa150,29,0.221308482758621,0.048387,0.395349,1,0.153991261678963,0.153991261678963,0.153991261678963
D05938,hsa150,29,0.258580482758621,0.108108,0.514286,1,0.111642136873002,0.111642136873002,0.111642136873002
D06056,hsa150,29,0.228127896551724,0.0625,0.428571,1,0.156643757558757,0.156643757558757,0.156643757558757
D06396,hsa150,29,0.212191413793103,0.116667,0.378378,1,0.156643757558757,0.156643757558757,0.156643757558757
D00049,hsa151,25,0.1477964,0,0.241379,1,0.0579979686187423,0.0579979686187423,0.0579979686187423
D00059,hsa151,25,0.20229868,0.042553,0.48,2,0.197157635234107,0.151682494912183,0.242632775556031
D00079,hsa151,25,0.08935364,0.025,0.2,1,0.0468395525017823,0.0468395525017823,0.0468395525017823
D00094,hsa151,25,0.08992788,0.019608,0.235294,1,0.0210743929993624,0.0210743929993624,0.0210743929993624
D00095,hsa151,25,0.25463624,0.043478,0.928571,3,0.167503470407717,0.14457166803813,0.190747977926468
D00106,hsa151,25,0.10265232,0.025,0.2,1,0.0668221677202221,0.0668221677202221,0.0668221677202221
D00110,hsa151,25,0.18721508,0.075472,0.382353,3,0.158786518428129,0.0998505112302164,0.224826549141989
D00113,hsa151,25,0.20311648,0.098039,0.322581,5,0.157342258724717,0.126320100090586,0.183026348152745
D00139,hsa151,25,0.2288224,0,0.37037,1,0.094186030268357,0.094186030268357,0.094186030268357
D00180,hsa151,25,0.08935364,0.025,0.2,3,0.0488666674619715,0.0468395525017823,0.0515743625649479
D00225,hsa151,25,0.2674328,0.017857,0.451613,1,0.094186030268357,0.094186030268357,0.094186030268357
D00227,hsa151,25,0.15839856,0.031746,0.275,3,0.104691932776067,0.0956852219372927,0.12114119843305
D00232,hsa151,25,0.12455288,0.057143,0.242424,3,0.154989018324511,0.126320100090586,0.183026348152745
D00234,hsa151,25,0.2759476,0.095238,0.463415,3,0.161965021972672,0.129131610931173,0.197387992468981
D00235,hsa151,25,0.22230328,0.08,0.541667,2,0.155881216648341,0.14457166803813,0.167190765258552
D00241,hsa151,25,0.20321404,0.042553,0.37037,1,0.0134350788043366,0.0134350788043366,0.0134350788043366
D00274,hsa151,25,0.27416848,0.116667,0.526316,3,0.159652342533424,0.140310072717326,0.183026348152745
D00295,hsa151,25,0.14530308,0.083333,0.25,1,0.153199023566918,0.153199023566918,0.153199023566918
D00300,hsa151,25,0.2626558,0.018868,0.538462,3,0.161965021972672,0.129131610931173,0.197387992468981
D00301,hsa151,25,0.19588844,0.084507,0.333333,1,0.105851105280055,0.105851105280055,0.105851105280055
D00306,hsa151,25,0.21988408,0.098039,0.34375,1,0.0609600520580853,0.0609600520580853,0.0609600520580853
D00318,hsa151,25,0.12649952,0.068182,0.204545,3,0.159906208989024,0.129131610931173,0.197387992468981
D00332,hsa151,25,0.09702524,0,0.1875,2,0.293026849979488,0.12114119843305,0.464912501525926
D00336,hsa151,25,0.271439,0.115385,0.475,1,0.0347074067174681,0.0347074067174681,0.0347074067174681
D00356,hsa151,25,0.1831802,0.064516,0.289474,1,0.0334444835261126,0.0334444835261126,0.0334444835261126
D00364,hsa151,25,0.27403192,0.127273,0.5625,1,0.159375462517862,0.159375462517862,0.159375462517862
D00371,hsa151,25,0.15598684,0,0.25,1,0.109190395631449,0.109190395631449,0.109190395631449
D00380,hsa151,25,0.20195452,0.117647,0.333333,1,0.094186030268357,0.094186030268357,0.094186030268357
D00394,hsa151,25,0.30619396,0.075472,0.592593,1,0.094186030268357,0.094186030268357,0.094186030268357
D00397,hsa151,25,0.2400494,0.037037,0.424242,3,0.166973412801023,0.155620606730202,0.183026348152745
D00400,hsa151,25,0.24210616,0.030769,0.394737,1,0.0818817626912544,0.0818817626912544,0.0818817626912544
D00410,hsa151,25,0.22980372,0,0.37037,1,0.094186030268357,0.094186030268357,0.094186030268357
D00411,hsa151,25,0.24438184,0.134328,0.37931,4,0.0615189950118281,0.0529781646231053,0.0716167091524374
D00415,hsa151,25,0.2436918,0.076923,0.4,2,0.220452931689577,0.215483778354268,0.225422085024885
D00419,hsa151,25,0.08870032,0.02381,0.175,2,0.045509326189493,0.0428325650598016,0.0481860873191844
D00422,hsa151,25,0.16446444,0.078947,0.285714,1,0.153199023566918,0.153199023566918,0.153199023566918
D00426,hsa151,25,0.23489684,0.122449,0.394737,4,0.173903211361515,0.14290371397515,0.190747977926468
D00432,hsa151,25,0.23227484,0.096154,0.538462,3,0.159805835684586,0.14457166803813,0.167655073757077
D00440,hsa151,25,0.15053408,0.076923,0.285714,1,0.153199023566918,0.153199023566918,0.153199023566918
D00442,hsa151,25,0.1619412,0.081633,0.27907,2,0.110098124313903,0.097278787711413,0.122917460916393
D00443,hsa151,25,0.08827952,0.017241,0.207547,1,0.0818817626912544,0.0818817626912544,0.0818817626912544
D00451,hsa151,25,0.23961636,0.078431,0.413793,11,0.183430317254993,0.140310072717326,0.24344174507467
D00465,hsa151,25,0.2112686,0.12963,0.3,2,0.169323477441474,0.155620606730202,0.183026348152745
D00480,hsa151,25,0.30421724,0.018182,0.68,1,0.159375462517862,0.159375462517862,0.159375462517862
D00483,hsa151,25,0.29912328,0.057692,0.809524,3,0.159805835684586,0.14457166803813,0.167655073757077
D00493,hsa151,25,0.33747608,0.111111,0.714286,6,0.176591104422593,0.138125630432341,0.242632775556031
D00494,hsa151,25,0.29073904,0.018519,0.64,11,0.168080984272659,0.126320100090586,0.242632775556031
D00498,hsa151,25,0.2389866,0.125,0.366667,1,0.105851105280055,0.105851105280055,0.105851105280055
D00499,hsa151,25,0.07537416,0,0.16129,1,0.0449533295329614,0.0449533295329614,0.0449533295329614
D00503,hsa151,25,0.31503732,0.107143,0.612903,4,0.202472449384168,0.151682494912183,0.242632775556031
D00514,hsa151,25,0.24317368,0,0.384615,1,0.464912501525926,0.464912501525926,0.464912501525926
D00520,hsa151,25,0.22431472,0.014925,0.421053,1,0.159375462517862,0.159375462517862,0.159375462517862
D00521,hsa151,25,0.2712844,0.09375,0.487805,1,0.159375462517862,0.159375462517862,0.159375462517862
D00522,hsa151,25,0.2210792,0.030303,0.44,1,0.0818817626912544,0.0818817626912544,0.0818817626912544
D00523,hsa151,25,0.25051388,0.098361,0.414634,1,0.0818817626912544,0.0818817626912544,0.0818817626912544
D00524,hsa151,25,0.09337612,0.027027,0.2,3,0.127866761471969,0.0449533295329614,0.183026348152745
D00525,hsa151,25,0.15063564,0.066667,0.208333,1,0.183026348152745,0.183026348152745,0.183026348152745
D00528,hsa151,25,0.1590996,0,0.259259,14,0.0734443793207585,0.045058300283161,0.12114119843305
D00540,hsa151,25,0.215914,0.134615,0.315789,2,0.169323477441474,0.155620606730202,0.183026348152745
D00542,hsa151,25,0.04456088,0,0.157895,1,0.094186030268357,0.094186030268357,0.094186030268357
D00559,hsa151,25,0.17537312,0.105263,0.24,1,0.224826549141989,0.224826549141989,0.224826549141989
D00560,hsa151,25,0.26739292,0.095238,0.578947,5,0.171072443511268,0.0980947675137973,0.242632775556031
D00574,hsa151,25,0.18682236,0.083333,0.264706,1,0.094186030268357,0.094186030268357,0.094186030268357
D00598,hsa151,25,0.242608,0.09434,0.464286,2,0.155881216648341,0.14457166803813,0.167190765258552
D00601,hsa151,25,0.19116536,0.050633,0.396552,2,0.155881216648341,0.14457166803813,0.167190765258552
D00627,hsa151,25,0.21752976,0.027778,0.5,1,0.0818817626912544,0.0818817626912544,0.0818817626912544
D00632,hsa151,25,0.28751808,0.054545,0.48,2,0.155881216648341,0.14457166803813,0.167190765258552
D00635,hsa151,25,0.19098512,0.051948,0.385965,2,0.155881216648341,0.14457166803813,0.167190765258552
D00645,hsa151,25,0.27812864,0.092593,0.461538,2,0.155881216648341,0.14457166803813,0.167190765258552
D00646,hsa151,25,0.27118688,0.017241,0.5,2,0.169323477441474,0.155620606730202,0.183026348152745
D00665,hsa151,25,0.25046408,0.016393,0.5,1,0.159375462517862,0.159375462517862,0.159375462517862
D00666,hsa151,25,0.26177628,0.063492,0.414634,1,0.159375462517862,0.159375462517862,0.159375462517862
D00673,hsa151,25,0.17476392,0.096154,0.27907,1,0.153199023566918,0.153199023566918,0.153199023566918
D00674,hsa151,25,0.27537316,0.156863,0.393939,1,0.214171284715147,0.214171284715147,0.214171284715147
D00675,hsa151,25,0.25202016,0.032258,0.470588,2,0.220452931689577,0.215483778354268,0.225422085024885
D00676,hsa151,25,0.21958948,0.086207,0.378378,3,0.218359049364767,0.214171284715147,0.225422085024885
D00682,hsa151,25,0.0889542,0.020833,0.212766,1,0.0515743625649479,0.0515743625649479,0.0515743625649479
D00683,hsa151,25,0.22821608,0.08,0.384615,1,0.14457166803813,0.14457166803813,0.14457166803813
D00684,hsa151,25,0.22101556,0.08,0.354167,1,0.14457166803813,0.14457166803813,0.14457166803813
D00687,hsa151,25,0.2112656,0.039474,0.435484,1,0.14457166803813,0.14457166803813,0.14457166803813
D00688,hsa151,25,0.19421368,0.083333,0.3125,1,0.14457166803813,0.14457166803813,0.14457166803813
D00715,hsa151,25,0.20184832,0.055556,0.289474,1,0.183026348152745,0.183026348152745,0.183026348152745
D00726,hsa151,25,0.20898724,0.078431,0.333333,15,0.18087816614591,0.0449533295329614,0.24344174507467
D00760,hsa151,25,0.13894104,0.068627,0.282353,1,0.155620606730202,0.155620606730202,0.155620606730202
D00765,hsa151,25,0.09638844,0.037736,0.193548,1,0.155620606730202,0.155620606730202,0.155620606730202
D00769,hsa151,25,0.25631572,0.139535,0.405405,1,0.0668221677202221,0.0668221677202221,0.0668221677202221
D00775,hsa151,25,0.19597792,0.020408,0.318182,8,0.0137974285986049,0.0117813861586375,0.0164453874895307
D00779,hsa151,25,0.19868536,0.133333,0.361111,2,0.169323477441474,0.155620606730202,0.183026348152745
D00780,hsa151,25,0.19489024,0.145161,0.275862,1,0.242632775556031,0.242632775556031,0.242632775556031
D00790,hsa151,25,0.30698012,0.018182,0.826087,2,0.197157635234107,0.151682494912183,0.242632775556031
D00837,hsa151,25,0.18898536,0.080645,0.461538,2,0.102850808255136,0.0998505112302164,0.105851105280055
D00838,hsa151,25,0.22650456,0.108696,0.366667,2,0.102850808255136,0.0998505112302164,0.105851105280055
D00845,hsa151,25,0.23044288,0.102941,0.375,1,0.105851105280055,0.105851105280055,0.105851105280055
D00954,hsa151,25,0.09037248,0.018182,0.208333,1,0.190747977926468,0.190747977926468,0.190747977926468
D00965,hsa151,25,0.18867012,0.017857,0.305556,1,0.190747977926468,0.190747977926468,0.190747977926468
D00987,hsa151,25,0.210415,0.096774,0.342105,1,0.242632775556031,0.242632775556031,0.242632775556031
D01020,hsa151,25,0.22922912,0.02,0.428571,3,0.184236377156969,0.174358020990416,0.190747977926468
D01024,hsa151,25,0.27822372,0.103448,0.470588,3,0.184236377156969,0.174358020990416,0.190747977926468
D01051,hsa151,25,0.26598912,0.125,0.71875,6,0.184484444362405,0.14290371397515,0.24344174507467
D01071,hsa151,25,0.08309676,0,0.176471,1,0.094186030268357,0.094186030268357,0.094186030268357
D01103,hsa151,25,0.22154088,0.104167,0.365854,1,0.183026348152745,0.183026348152745,0.183026348152745
D01118,hsa151,25,0.29518656,0.035714,0.692308,1,0.183026348152745,0.183026348152745,0.183026348152745
D01126,hsa151,25,0.0935186,0,0.26087,1,0.0135408566047623,0.0135408566047623,0.0135408566047623
D01164,hsa151,25,0.27313408,0.122449,0.473684,6,0.191923757863238,0.14101118693303,0.24344174507467
D01227,hsa151,25,0.21778936,0.056338,0.385965,2,0.0657392993816674,0.0647644267935294,0.0667141719698055
D01236,hsa151,25,0.23138332,0.042254,0.418182,2,0.0608314456046753,0.054792314948024,0.0668705762613265
D01242,hsa151,25,0.23363208,0.014706,0.447368,1,0.159375462517862,0.159375462517862,0.159375462517862
D01269,hsa151,25,0.22976512,0.108696,0.375,1,0.183026348152745,0.183026348152745,0.183026348152745
D01295,hsa151,25,0.24114404,0.086207,0.421053,5,0.183328582512081,0.138125630432341,0.242632775556031
D01297,hsa151,25,0.28615312,0.086207,0.548387,1,0.183026348152745,0.183026348152745,0.183026348152745
D01324,hsa151,25,0.274479,0.137255,0.535714,1,0.159375462517862,0.159375462517862,0.159375462517862
D01332,hsa151,25,0.23763604,0.083333,0.444444,1,0.159375462517862,0.159375462517862,0.159375462517862
D01346,hsa151,25,0.21637708,0.031746,0.408163,1,0.0117813861586375,0.0117813861586375,0.0117813861586375
D01352,hsa151,25,0.0857556,0.021277,0.244444,2,0.0401420180139475,0.0334444835261126,0.0468395525017823
D01358,hsa151,25,0.33432216,0.098039,0.863636,4,0.173903211361515,0.14290371397515,0.190747977926468
D01386,hsa151,25,0.23213088,0.021277,0.5,1,0.14457166803813,0.14457166803813,0.14457166803813
D01390,hsa151,25,0.26443084,0.040816,0.764706,3,0.159805835684586,0.14457166803813,0.167655073757077
D01441,hsa151,25,0.25465268,0.135593,0.421053,1,0.0508398101400483,0.0508398101400483,0.0508398101400483
D01454,hsa151,25,0.2490398,0.058824,0.541667,3,0.159805835684586,0.14457166803813,0.167655073757077
D01462,hsa151,25,0.21009188,0.079365,0.307692,1,0.242632775556031,0.242632775556031,0.242632775556031
D01652,hsa151,25,0.22848584,0.118644,0.384615,1,0.0523125991334897,0.0523125991334897,0.0523125991334897
D01692,hsa151,25,0.23655228,0.122807,0.567568,1,0.190747977926468,0.190747977926468,0.190747977926468
D01699,hsa151,25,0.25434172,0.114754,0.384615,1,0.126320100090586,0.126320100090586,0.126320100090586
D01712,hsa151,25,0.15073296,0,0.225806,2,0.109195288195455,0.0972493779578597,0.12114119843305
D01717,hsa151,25,0.24988732,0.14,0.45,2,0.107456300557717,0.0555371385975719,0.159375462517862
D01745,hsa151,25,0.27556048,0.101695,0.514286,1,0.242632775556031,0.242632775556031,0.242632775556031
D01782,hsa151,25,0.28132604,0.115385,0.484848,1,0.159375462517862,0.159375462517862,0.159375462517862
D01828,hsa151,25,0.2384774,0.018519,0.34375,1,0.0677921859844654,0.0677921859844654,0.0677921859844654
D01871,hsa151,25,0.30809408,0.113208,0.571429,5,0.157342258724717,0.126320100090586,0.183026348152745
D01891,hsa151,25,0.17130052,0.066667,0.264706,1,0.0428325650598016,0.0428325650598016,0.0428325650598016
D01925,hsa151,25,0.13290344,0.068493,0.215686,1,0.0708822754528328,0.0708822754528328,0.0708822754528328
D01964,hsa151,25,0.17683356,0.060606,0.292683,1,0.0334444835261126,0.0334444835261126,0.0334444835261126
D01965,hsa151,25,0.2643032,0.09375,0.386364,3,0.184236377156969,0.174358020990416,0.190747977926468
D01973,hsa151,25,0.28967208,0.145455,0.428571,7,0.20159180631307,0.14101118693303,0.24344174507467
D01994,hsa151,25,0.22613988,0.112676,0.372549,1,0.140310072717326,0.140310072717326,0.140310072717326
D02007,hsa151,25,0.1448162,0.054545,0.333333,1,0.0708822754528328,0.0708822754528328,0.0708822754528328
D02066,hsa151,25,0.2410838,0.083333,0.372549,3,0.159805835684586,0.14457166803813,0.167655073757077
D02070,hsa151,25,0.22251748,0.075472,0.333333,5,0.157342258724717,0.126320100090586,0.183026348152745
